"ucl","uel","epl","LaLiga","Bundesliga","SerieA","Ligue1","hours","years","fifa","age","origin","gender","sm","region","marketing","ajax","everton","lyon","arsenal","valencia","schalke","napoli","barcelona","manu","besiktas","chelsea","acmilan","juventus","monaco","feyenoord","liverpool","galatasaray","nice","dortmund","intermilan","leicestercity","wolfsburg","porto","atletico","mancity","montpellier","bayernmunich","realmadrid","tottenham","marseille","roma","villarreal","fenerbahce","psg","benfica","sevilla","juventusS","intermilanS","dortmundS","monacoS","chelseaS","bayernmunichS","schalkeS","barcelonaS","liverpoolS","tottenhamS","atleticoS","mancityS","manuS","realmadridS","ajaxS","napoliS","leicestercityS","wolfsburgS","tc","tcp","ts","tsp"
"Yes","No","Yes","No","No","No","No","1-4 Hours","3-4 Years","Weekly or Daily","18-21","United States","Male","Hourly","Region 5","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,100,18,50
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","1-4 Hours","6+ Years","Weekly or Daily","18-21","United States","Male","Hourly","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,97.2,18,50
"Yes","Yes","Yes","Yes","No","No","No","1-4 Hours","6+ Years","Weekly or Daily","18-21","United States","Male","Hourly","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,36,100,16,44.4
"Yes","No","Yes","Yes","No","No","No","1-4 Hours","6+ Years","Weekly or Daily","22-25","United States","Male","Hourly","Region 5","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,35,97.2,12,33.3
"No","No","Yes","No","No","Yes","No","1-4 Hours","6+ Years","Weekly or Daily","26-29","United States","Male","Hourly","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,30,83.3,10,27.8
"No","Yes","Yes","Yes","Yes","No","No","1-4 Hours","1-2 Years","Weekly or Daily","30-41","United States","Male","Hourly","Region 3","Strongly Agree",1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23,63.9,2,5.6
"Yes","No","Yes","No","Yes","No","No","1-4 Hours","5-6 Years","Weekly or Daily","30-41","United States","Male","Hourly","Region 5","Strongly Agree",1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,21,58.3,2,5.6
"Yes","Yes","Yes","Yes","Yes","No","No","5+ Hours","5-6 Years","Weekly or Daily","18-21","United States","Male","Hourly","Region 1","Disagree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,91.7,18,50
"Yes","Yes","Yes","Yes","Yes","No","No","5+ Hours","6+ Years","Weekly or Daily","18-21","United States","Male","Hourly","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,36,100,17,47.2
"Yes","No","No","No","Yes","No","No","5+ Hours","3-4 Years","Weekly or Daily","22-25","United States","Male","Hourly","Region 3","Agree",1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,29,80.6,12,33.3
"Yes","Yes","Yes","Yes","No","No","Yes","5+ Hours","6+ Years","Weekly or Daily","22-25","United States","Male","Hourly","Region 5","Agree",1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,29,80.6,15,41.7
"Yes","No","Yes","Yes","Yes","Yes","Yes","5+ Hours","6+ Years","Weekly or Daily","22-25","United States","Male","Hourly","Region 5","Agree",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,83.3,3,8.3
"Yes","No","Yes","No","No","No","No","5+ Hours","6+ Years","Weekly or Daily","26-29","Foreign Country","Male","Hourly","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,97.2,18,50
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","5+ Hours","6+ Years","Weekly or Daily","30-41","United States","Male","Hourly","Region 4","Strongly Agree",1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,31,86.1,8,22.2
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","5+ Hours","5-6 Years","Weekly or Daily","18-21","United States","Male","Hourly","Region 4","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,100,18,50
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","5+ Hours","6+ Years","Weekly or Daily","18-21","United States","Male","Hourly","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,35,97.2,10,27.8
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","5+ Hours","6+ Years","Weekly or Daily","22-25","Foreign Country","Male","Hourly","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,34,94.4,14,38.9
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","5+ Hours","6+ Years","Weekly or Daily","22-25","United States","Male","Hourly","Region 3","Disagree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,36,100,16,44.4
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","5+ Hours","6+ Years","Weekly or Daily","22-25","United States","Male","Hourly","Region 3","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,36,100,15,41.7
"Yes","No","Yes","Yes","No","No","No","5+ Hours","5-6 Years","Weekly or Daily","22-25","United States","Male","Hourly","Region 5","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,31,86.1,17,47.2
"Yes","Yes","No","No","No","No","No","1-4 Hours","6+ Years","Rarely or Monthly","30-41","United States","Male","Never","Region 3","Agree",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,24,66.7,2,5.6
"Yes","No","Yes","No","No","Yes","Yes","1-4 Hours","3-4 Years","Rarely or Monthly","18-21","United States","Male","Never","Region 5","Agree",0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36.1,0,0
"Yes","No","Yes","No","No","No","No","5+ Hours","6+ Years","Rarely or Monthly","18-21","United States","Male","Never","Region 5","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,36,100,13,36.1
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Female","Never","No Response","No Response",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16.7,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Female","Never","Region 4","Agree",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Female","Never","Region 4","Agree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Female","Never","Region 4","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Female","Never","Region 4","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Female","Never","Region 4","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Female","Never","Region 4","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Male","Never","Region 4","No Response",0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22.2,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Male","Never","Region 4","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Female","Never","Region 5","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","22-25","Foreign Country","Female","Never","Region 4","No Response",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16.7,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","22-25","Foreign Country","Female","Never","Region 4","No Response",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","22-25","No Response","Male","Never","Region 4","No Response",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.3,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","22-25","United States","Female","Never","Region 1","Agree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","22-25","United States","Female","Never","Region 4","Agree",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.3,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","22-25","United States","Female","Never","Region 4","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yes","No","Yes","No","No","No","No","0 Hours","0 Years","Never","22-25","United States","Female","Never","Region 4","No Response",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","26-29","United States","Female","Never","Region 1","Agree",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","26-29","United States","Female","Never","Region 1","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","Foreign Country","Male","Never","Region 2","Agree",0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,10,27.8,4,11.1
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Male","Never","Region 1","Disagree",1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,11,30.6,4,11.1
"No","No","Yes","Yes","No","Yes","No","0 Hours","0 Years","Never","30-41","United States","Female","Never","Region 1","Agree",0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11.1,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Male","Never","Region 1","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Female","Never","Region 1","Strongly Disagree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Male","Never","Region 1","Agree",1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,41.7,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Male","Never","Region 3","Strongly Disagree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Male","Never","Region 3","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Female","Never","Region 4","Agree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Female","Never","Region 5","Agree",0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,25,1,2.8
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Female","Never","Region 1","Agree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Male","Never","Region 1","Disagree",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Male","Never","Region 2","Agree",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19.4,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Male","Never","Region 2","Agree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.8,1,2.8
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Male","Never","Region 2","Agree",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Male","Never","Region 2","Agree",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Male","Never","Region 2","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Male","Never","Region 3","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","Yes","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Male","Never","Region 3","Agree",0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13.9,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Male","Never","Region 5","Strongly Agree",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,22.2,1,2.8
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Female","Never","Region 5","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Male","Never","Region 5","No Response",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Female","Never","Region 5","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Male","Never","Region 5","Disagree",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Female","Never","Region 5","Agree",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13.9,1,2.8
"No","No","No","Yes","No","No","No","1-4 Hours","1-2 Years","Never","22-25","United States","Female","Never","Region 4","Disagree",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"Yes","No","Yes","No","No","No","No","1-4 Hours","6+ Years","Never","30-41","Foreign Country","Male","Never","Region 5","Disagree",1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,72.2,1,2.8
"Yes","No","Yes","No","No","No","No","1-4 Hours","6+ Years","Never","30-41","Foreign Country","Male","Never","Region 2","Disagree",0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,20,55.6,7,19.4
"Yes","No","Yes","No","No","No","No","1-4 Hours","6+ Years","Never","30-41","Foreign Country","Male","Never","Region 3","Disagree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,36,100,16,44.4
"Yes","No","No","Yes","No","No","No","1-4 Hours","1-2 Years","Never","30-41","Foreign Country","Female","Never","Region 4","Agree",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5.6,1,2.8
"No","No","Yes","No","No","No","No","1-4 Hours","3-4 Years","Never","30-41","United States","Female","Never","Region 5","Disagree",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","1-4 Hours","3-4 Years","Never","42+","Foreign Country","Female","Never","Region 5","Disagree",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,5.6,2,5.6
"Yes","No","Yes","No","Yes","Yes","No","1-4 Hours","5-6 Years","Never","42+","United States","Male","Never","Region 2","Agree",1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,16,44.4,14,38.9
"No","No","Yes","Yes","No","No","No","1-4 Hours","3-4 Years","Never","42+","United States","Male","Never","Region 5","Strongly Disagree",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16.7,0,0
